name,points,division,age,won,lost,draw,stance,residence_city,residence_country,rank,stars,last6,last5,last4,last3,last2,last1
James Perella,0.049,welter,28,6,0,0,NA,Mansfield, USA,8716,0.5,W,W,W,W,W,W
Helton Tercero,0.049,super feather,NA,3,3,0,NA,NA,Nicaragua,8717,0.5,W,W,W,L,L,L
Giorgi Gotchoshvili,0.049,light,25,10,16,2,orthodox,Gori, Georgia,8718,0.5,L,L,L,L,L,W
Andy Hoeschler,0.049,cruiser,36,3,0,0,NA,Cologne, Germany,8719,0.5,Blank,Blank,Blank,W,W,W
Juan Daniel Sanchez Zuniga*,0.049,light fly,22,1,2,0,NA,Gomez Palacio, Mexico,8720,0.5,Blank,Blank,Blank,L,W,L
Omar Darwich,0.049,welter,26,7,0,0,NA,NA,Germany,8721,0.5,W,W,W,W,W,W
Lee Connelly,0.049,light,33,7,55,5,orthodox,Killamarsh, United Kingdom,8722,0.5,L,L,L,L,D,L
Francisco Javier Mercado Delgadillo,0.049,super welter,22,4,1,0,NA,Jesús María, Mexico,8723,0.5,Blank,W,W,W,W,L
Arnold Gonzalez,0.049,welter,25,5,0,0,orthodox,New York, USA,8724,0.5,Blank,W,W,W,W,W
Jaba Memishishi,0.049,super bantam,30,8,13,0,southpaw,Khelvachauri, Georgia,8725,0.5,L,L,L,L,L,L
Zaza Amiridze,0.049,super welter,29,10,16,1,orthodox,Mtskheta, Georgia,8726,0.5,L,L,L,W,L,L
Kenta Taguchi,0.049,fly,34,5,9,1,orthodox,Kashiwa, Japan,8727,0.5,L,L,W,L,W,W
Shawn Nichol,0.049,super bantam,32,8,14,0,southpaw,Lakewood, USA,8728,0.5,L,L,W,L,W,L
Arturs Kulikauskis,0.049,cruiser,30,18,42,7,southpaw,Bauska, Latvia,8729,0.5,L,L,L,L,L,L
Se Yul Yang,0.049,super welter,24,3,5,2,orthodox,Seoul, South Korea,8730,0.5,W,W,L,L,L,L
Peter Venancio Jr,0.049,light,22,5,1,1,NA,Sao Caetano do Sul, Brazil,8731,0.5,W,W,W,W,D,L
Nak Yul Park,0.049,light,33,8,4,0,orthodox,Daegu, South Korea,8732,0.5,W,W,W,W,L,L
Istvan Kun,0.049,cruiser,25,7,15,2,orthodox,Bekescsaba, Hungary,8733,0.5,L,L,D,L,L,L
Dean Jones,0.049,light,31,1,27,0,orthodox,Telford, United Kingdom,8734,0.5,L,L,L,L,L,L
Rashiem Jefferson,0.049,feather,19,3,0,0,orthodox,Philadelphia, USA,8735,0.5,Blank,Blank,Blank,W,W,W
Manny Rodriguez,0.049,cruiser,35,2,1,0,NA,Cronulla, Australia,8736,0.5,Blank,Blank,Blank,W,L,W
James Torres,0.049,super light,NA,2,5,1,orthodox,Caboolture, Australia,8737,0.5,W,D,L,L,L,L
Muhetaer Maihemut,0.049,light heavy,26,4,4,1,NA,Shanghai, China,8738,0.5,W,D,L,L,L,L
Cesar Chavez,0.049,welter,32,32,15,0,orthodox,Guasave, Mexico,8739,0.5,L,W,L,L,L,L
Rachid Chaklati,0.048,bantam,35,8,0,1,NA,Casablanca, Morocco,8740,0.5,W,W,W,W,W,W
Nanthawat Maolichat,0.048,feather,21,7,1,0,NA,Si Sa Ket, Thailand,8741,0.5,W,W,W,W,L,W
Konrad Stempkowski,0.048,middle,37,9,4,0,orthodox,Reading, United Kingdom,8742,0.5,W,L,W,L,L,L
Daniel Ramirez,0.048,heavy,NA,1,0,0,NA,Centerville, USA,8743,0.5,Blank,Blank,Blank,Blank,Blank,W
Thulasi Tharumalingam,0.048,super welter,28,7,0,0,NA,Bruchsal, Germany,8744,0.5,W,W,W,W,W,W
Daniel Placeres*,0.048,super feather,32,8,3,1,southpaw,Miami, USA,8745,0.5,L,W,W,D,L,L
Diego Alfredo Cruz*,0.048,welter,29,2,7,0,orthodox,Salta, Argentina,8746,0.5,L,L,L,L,W,L
Robert Asagba,0.048,middle,30,5,3,1,orthodox,Chadwell Heath, United Kingdom,8747,0.5,W,L,L,D,W,L
Hugo Aguilar,0.048,super feather,35,1,8,0,orthodox,Iztacalco, Mexico,8748,0.5,L,L,L,L,L,W
Kenny Chery,0.048,super welter,33,2,4,0,orthodox,Montreal, Canada,8749,0.5,L,W,L,W,L,L
Tamas Toth,0.048,cruiser,37,11,7,5,orthodox,Budapest, Hungary,8750,0.5,L,L,D,W,L,W
Oswaldo Quintanilla,0.048,light,22,4,5,0,NA,Salamanca, Mexico,8751,0.5,L,L,L,W,W,W
Tao Weng,0.048,super light,26,5,3,2,southpaw,Hangzhou, China,8752,0.5,W,W,L,L,W,W
Jesus Emmanuel Villa,0.048,welter,27,3,7,0,NA,Mexico City, Mexico,8753,0.5,L,W,W,L,L,L
Marian Marius Istrate,0.048,light,28,3,7,0,orthodox,Zaragoza, Spain,8754,0.5,L,W,L,L,W,W
Harry Webb,0.048,welter,24,6,1,0,orthodox,Exeter, United Kingdom,8755,0.5,W,W,W,L,W,W
Gerardo Alvarez,0.048,super light,27,2,2,2,orthodox,Santa Maria, USA,8756,0.5,D,W,L,D,L,W
Elvis Veisbergs,0.048,welter,20,1,0,0,orthodox,Saldus, Latvia,8757,0.5,Blank,Blank,Blank,Blank,Blank,W
Rick Graham,0.048,super middle,34,9,25,4,orthodox,Houston, USA,8758,0.5,L,W,L,L,W,W
Salvador Zavala,0.048,cruiser,25,2,0,0,NA,Uruapan, Mexico,8759,0.5,Blank,Blank,Blank,Blank,W,W
Yonnaiquer Rondon,0.048,bantam,19,17,0,0,orthodox,NA,Venezuela,8760,0.5,W,W,W,W,W,W
Miguel Angel Correa,0.048,super welter,32,7,17,1,orthodox,San Pedro, Argentina,8761,0.5,L,L,L,W,L,L
Javier Vazquez Cabrera,0.048,super light,26,7,10,0,orthodox,Quilmes, Argentina,8762,0.5,L,W,L,L,L,L
Kazunori Takai,0.048,bantam,34,6,7,3,southpaw,Nagoya, Japan,8763,0.5,L,L,L,D,L,L
Mario Alberto Martinez Carmona,0.048,super light,18,6,1,1,NA,Guadalajara, Mexico,8764,0.5,W,W,W,W,NC,NC
Soso Abuladze,0.048,cruiser,24,12,17,1,orthodox,Gori, Georgia,8765,0.5,L,L,L,L,L,L
Victor Zaleta,0.048,super fly,36,20,5,1,orthodox,Ciudad Juarez, Mexico,8766,0.5,W,W,D,L,L,L
Darryl Sharp,0.048,super middle,28,5,72,1,southpaw,Middleton, United Kingdom,8767,0.5,L,L,L,L,L,L
Sam Sithole,0.048,light,NA,10,15,4,NA,NA,South Africa,8768,0.5,W,W,L,L,L,D
Takashi Hisano,0.048,super fly,28,5,5,1,southpaw,Kunitachi, Japan,8769,0.5,L,W,D,W,W,L
Stanis Apanu,0.048,super welter,NA,4,3,0,NA,Johannesburg, South Africa,8770,0.5,W,W,L,W,L,L
Joan Daniel Santos,0.048,light heavy,26,7,0,0,NA,NA,Dominican Republic,8771,0.5,W,W,W,W,W,W
Luis Angel Rosales Huerta,0.048,super bantam,32,8,15,0,NA,Mexico City, Mexico,8772,0.5,L,W,W,W,L,L
Christian Camarena,0.048,welter,24,6,0,0,orthodox,Pasadena, USA,8773,0.5,W,W,W,W,W,W
Alex Sandro Duarte,0.048,super welter,40,15,10,1,orthodox,NA,USA,8774,0.5,W,L,L,L,W,L
Bujar Tahiri*,0.048,super middle,22,6,0,0,NA,NA,NA,8775,0.5,W,W,W,W,W,W
James Jackson*,0.048,heavy,24,4,0,1,NA,NA,USA,8776,0.5,Blank,W,W,W,W,D
Takafumi Iwaya,0.048,feather,32,4,4,0,orthodox,Neyagawa, Japan,8777,0.5,W,L,W,W,W,L
Juan Cruz Cacheiro,0.048,super middle,28,3,1,0,orthodox,Buenos Aires, Argentina,8778,0.5,Blank,NC,W,W,W,L
Gabriel Mota,0.048,NA,28,1,0,0,orthodox,Hammond, USA,8779,0.5,Blank,Blank,Blank,Blank,Blank,W
Surik Petrosyan*,0.048,super light,24,6,0,0,NA,NA,Belgium,8780,0.5,W,W,W,W,W,W
Deon Ronny Hale,0.047,heavy,37,5,13,1,NA,Austin, USA,8781,0.5,L,W,L,L,W,D
Bulelani Ngondeka,0.047,light,NA,2,0,0,NA,Mossel Bay, South Africa,8782,0.5,Blank,Blank,Blank,Blank,W,W
Marco Deckmann,0.047,cruiser,29,4,1,0,orthodox,North Hollywood, USA,8783,0.5,Blank,W,W,W,L,W
Charles Misanjo,0.047,middle,33,29,20,0,orthodox,Mchinji, Malawi,8784,0.5,L,W,L,L,L,L
Trent Rawlins,0.047,heavy,34,10,2,1,orthodox,NA,USA,8785,0.5,W,W,W,W,W,W
Emiliano Salvini,0.047,feather,42,19,32,2,orthodox,Roma, Italy,8786,0.5,L,L,L,L,L,L
Muhammet Barut*,0.047,super light,24,4,1,0,NA,Troisdorf, Germany,8787,0.5,Blank,W,W,L,W,W
Franck Patte,0.047,super light,42,27,8,1,southpaw,Berck-sur-Mer, France,8788,0.5,W,L,W,W,W,W
Watcharin Saebe,0.047,light,21,4,0,0,NA,NA,Thailand,8789,0.5,Blank,Blank,W,W,W,W
Rafael Tirado Jr,0.047,super fly,28,9,0,1,orthodox,Quito, Ecuador,8790,0.5,W,W,W,W,W,W
Joel Santos*,0.047,super feather,29,2,1,0,southpaw,Lucca, Italy,8791,0.5,Blank,Blank,Blank,W,L,W
Jeyson Cervantes*,0.047,fly,30,8,19,1,southpaw,Montelibano, Colombia,8792,0.5,L,L,L,L,L,L
Zak Miller,0.047,super feather,23,3,0,0,orthodox,Ashton under Lyne, United Kingdom,8793,0.5,Blank,Blank,Blank,W,W,W
Arnel Buyoc,0.047,super bantam,NA,7,0,1,southpaw,NA,Philippines,8794,0.5,W,D,W,W,W,W
Wilson Mascarenhas,0.047,welter,25,3,1,0,NA,New Bedford, USA,8795,0.5,Blank,Blank,L,W,W,W
Satoru Goto,0.047,super bantam,26,4,4,3,southpaw,Nagoya, Japan,8796,0.5,W,D,W,L,D,D
Siyabonga Blaauw,0.047,fly,NA,7,3,1,NA,Uitenhage, South Africa,8797,0.5,L,W,L,W,W,W
Rhonvex Capuloy,0.047,feather,24,7,1,0,southpaw,Ozamiz City, Philippines,8798,0.5,W,W,W,W,W,W
Walter Lina,0.047,super feather,33,6,12,1,NA,Tlaxcala, Mexico,8799,0.5,W,W,L,L,L,L
Tomorn Pitakwattanakul,0.047,feather,26,4,4,1,southpaw,Pathum Thani, Thailand,8800,0.5,W,L,W,L,L,L
Kudura Tamimu,0.047,light,28,4,18,4,orthodox,NA,Tanzania,8801,0.5,W,L,L,D,L,W
Jorge Miguel Zavala,0.047,super middle,23,4,11,2,NA,Navolato, Mexico,8802,0.5,L,L,W,W,L,L
Ibrahim Ayada,0.047,super middle,26,9,0,0,orthodox,NA,Germany,8803,0.5,W,W,W,W,W,W
Aldimar Silva,0.047,super feather,39,22,18,0,orthodox,Sao Paulo, Brazil,8804,0.5,L,L,L,L,L,W
Jonathan Garza,0.047,super bantam,23,7,3,0,NA,Lawrenceville, USA,8805,0.5,W,W,L,W,L,L
Jordan Dujon,0.047,super welter,27,4,0,0,orthodox,Barnet, United Kingdom,8806,0.5,Blank,Blank,W,W,W,W
Alexis Camacho,0.047,middle,39,22,7,0,orthodox,Austin, USA,8807,0.5,L,W,W,L,W,L
Naylor Ball,0.047,heavy,23,7,1,0,orthodox,Iver, United Kingdom,8808,0.5,W,W,W,L,W,W
Emiliano German Vivas*,0.047,super middle,34,5,13,1,southpaw,San Antonio de Arredondo, Argentina,8809,0.5,L,L,W,L,L,L
Jack Gipp*,0.047,super middle,22,1,0,0,orthodox,Mornington, Australia,8810,0.5,Blank,Blank,Blank,Blank,Blank,W
Javier Martinez*,0.047,bantam,24,12,4,0,orthodox,Los Cordobas, Colombia,8811,0.5,W,W,W,W,W,L
Bryan Aquino,0.047,super fly,30,12,2,0,southpaw,San German, Puerto Rico,8812,0.5,W,W,W,L,NC,W
Ricky Manufoe,0.047,super feather,33,27,37,3,orthodox,Surakarta, Indonesia,8813,0.5,W,L,L,L,L,L
Ryosei Hamaguchi,0.047,super bantam,24,6,7,0,orthodox,Takatsuki, Japan,8814,0.5,L,W,L,L,L,L
Taweechai Juntarasuk,0.047,light,30,13,16,0,orthodox,Bangkok, Thailand,8815,0.5,L,W,L,L,W,W
Connor Edney,0.047,bantam,24,1,0,0,orthodox,Horndean, United Kingdom,8816,0.5,Blank,Blank,Blank,Blank,Blank,W
Mate Kristof,0.047,cruiser,26,11,12,0,orthodox,Budapest, Hungary,8817,0.5,W,L,W,L,L,L
Donald Brown,0.046,super feather,27,8,1,0,NA,NA,USA,8818,0.5,W,W,W,W,L,W
Yuta Onishi,0.046,super feather,36,4,7,0,orthodox,Machida, Japan,8819,0.5,W,L,L,W,L,L
Tomoki Yamada,0.046,super fly,21,2,6,0,southpaw,Kakogawa, Japan,8820,0.5,L,L,W,W,L,L
Damien Lock,0.046,middle,NA,3,5,1,orthodox,Bendigo, Australia,8821,0.5,L,D,L,L,W,L
Jacob Bonas,0.046,welter,27,6,0,1,orthodox,Bellville, USA,8822,0.5,W,W,W,W,W,W
Shoma Sekine,0.046,super light,34,5,7,2,orthodox,NA,Japan,8823,0.5,L,L,W,L,W,L
Sylvain Chambaudry,0.046,super light,30,1,1,1,NA,Villenave d'Ornon, France,8824,0.5,Blank,Blank,Blank,L,W,D
Brandon Alexander,0.046,super welter,33,4,0,0,orthodox,Zanesville, USA,8825,0.5,Blank,Blank,W,W,W,W
Nils Schmidt,0.046,light heavy,31,19,0,0,NA,Wismar, Germany,8826,0.5,W,W,W,W,W,W
Shalva Guchmazovi,0.046,middle,26,2,6,1,orthodox,Gurjaani, Georgia,8827,0.5,L,L,L,L,L,W
Angel Monrreal,0.046,light,32,11,12,2,orthodox,Guadalupe, Mexico,8828,0.5,L,L,L,D,W,L
Eric Bossler,0.046,super welter,28,5,4,0,NA,Germantown, USA,8829,0.5,L,W,L,W,L,L
Thoedsak Sinam,0.046,super welter,25,8,7,0,orthodox,Pathum Thani, Thailand,8830,0.5,L,W,W,W,L,W
Hamidu Kwata*,0.046,fly,21,10,4,2,NA,Dar-Es-Salaam, Tanzania,8831,0.5,W,L,W,W,D,W
Sadudee Srimueang,0.046,welter,27,10,1,0,southpaw,Bangkok, Thailand,8832,0.5,W,W,W,L,W,W
Kenny Davis Jr,0.046,light,25,3,2,1,orthodox,Reno, USA,8833,0.5,D,L,L,W,W,W
Valentins Kotosovs,0.046,super welter,21,3,7,1,orthodox,Jelgava, Latvia,8834,0.5,W,L,L,D,L,L
Dominic Felix,0.046,light heavy,40,3,1,1,southpaw,Northampton, United Kingdom,8835,0.5,Blank,W,D,L,W,W
Senan Kelly,0.046,welter,NA,2,0,0,NA,Leixlip, Ireland,8836,0.5,Blank,Blank,Blank,Blank,W,W
Artur Davydenko,0.046,welter,20,2,5,0,southpaw,Zaporozhye, Ukraine,8837,0.5,L,W,L,L,L,W
Tatsuya Miyazaki,0.046,welter,36,9,14,1,orthodox,NA,Japan,8838,0.5,W,L,L,L,L,L
Jack Ewbank,0.046,welter,30,4,0,0,orthodox,Ashford, United Kingdom,8839,0.5,Blank,Blank,W,W,W,W
Jan Ardon,0.046,middle,25,2,5,0,southpaw,Manchester, United Kingdom,8840,0.5,L,L,L,W,L,L
Norichika Kozu*,0.046,bantam,23,6,1,0,orthodox,NA,Japan,8841,0.5,L,W,W,W,W,W
Stephen Koesterer,0.046,middle,30,4,2,1,orthodox,Lee's Summit, USA,8842,0.5,L,W,W,W,W,D
Adolfo Salazar,0.046,welter,NA,23,3,0,NA,Los Teques, Venezuela,8843,0.5,L,W,W,W,W,W
Shayilanbieke Kadeerbieke,0.046,welter,28,4,4,2,orthodox,Urumqi, China,8844,0.5,L,W,L,W,W,L
Daniel Moreno,0.046,feather,NA,5,0,0,NA,Guadalajara, Mexico,8845,0.5,Blank,W,W,W,W,W
Corey Allen,0.046,super middle,NA,3,2,0,orthodox,Mornington, Australia,8846,0.5,Blank,W,L,W,W,L
Angelo Snow,0.046,welter,31,7,4,0,NA,Toledo, USA,8847,0.5,W,L,L,W,L,L
Adalberto Moreno,0.046,super light,NA,12,3,0,NA,Mazatlan, Mexico,8848,0.5,W,L,L,W,W,L
Dylan Clegg,0.046,super middle,22,4,0,0,orthodox,Worksop, United Kingdom,8849,0.5,Blank,Blank,W,W,W,W
Yusuf Sultanoglu,0.046,light heavy,NA,7,1,0,NA,Munich, Germany,8850,0.5,W,W,W,W,W,L
Dhafir Smith,0.046,light heavy,38,28,25,7,orthodox,Upper Darby, USA,8851,0.5,W,L,L,W,L,W
Nick Midgley,0.046,cruiser,36,6,3,0,orthodox,Kingscliff, Australia,8852,0.5,W,L,W,W,L,L
Javaune James,0.046,welter,26,4,0,0,NA,Miami, USA,8853,0.5,Blank,Blank,W,W,W,W
Jovanni Martinez,0.045,welter,24,8,11,1,NA,NA,NA,8854,0.5,L,L,L,L,L,L
Sulaimon Adeosun*,0.045,super middle,35,3,1,0,NA,NA,Nigeria,8855,0.5,Blank,Blank,W,L,W,W
Roberto Rodriguez Corea,0.045,super feather,30,9,16,4,orthodox,Leon, Nicaragua,8856,0.5,W,L,L,L,L,L
Brandon Douglas*,0.045,feather,28,9,1,0,NA,Salt Lake City, USA,8857,0.5,W,W,W,W,W,L
Nathanael Wilson,0.045,welter,32,8,2,1,orthodox,Croydon, United Kingdom,8858,0.5,L,W,W,W,W,L
Zacarias Medina,0.045,fly,NA,2,4,0,NA,Tijuana, Mexico,8859,0.5,W,L,L,W,L,L
Louis Jourdain,0.045,super light,23,2,0,0,NA,NA,Canada,8860,0.5,Blank,Blank,Blank,Blank,W,W
Deivis Casseres,0.045,light heavy,30,24,12,0,orthodox,Barranquilla, Colombia,8861,0.5,W,L,L,L,L,L
Haiyun Duan,0.045,feather,22,5,2,0,orthodox,Kunming, China,8862,0.5,W,W,W,W,L,L
Victor Proa*,0.045,super bantam,35,29,8,2,NA,Monterrey, Mexico,8863,0.5,L,L,W,L,L,L
Jaime Lopez,0.045,middle,NA,1,0,0,NA,Cunduacan, Mexico,8864,0.5,Blank,Blank,Blank,Blank,Blank,W
Joseph Lanat,0.045,fly,NA,3,1,0,NA,NA,NA,8865,0.5,Blank,Blank,W,W,W,L
Jacob Quinn,0.045,super light,24,4,1,0,southpaw,Huddersfield, United Kingdom,8866,0.5,Blank,W,W,W,W,L
Justin Ridgway,0.045,cruiser,36,9,2,0,NA,Arlington, USA,8867,0.5,L,W,W,W,W,W
Jorge Luis Santos Guzman,0.045,super feather,30,7,11,1,orthodox,Monterrey, Mexico,8868,0.5,L,L,L,L,L,L
Panturak Namtong,0.045,super welter,37,13,5,1,NA,Bangkok, Thailand,8869,0.5,W,L,W,L,W,W
Tonathiu Garcia,0.045,super light,26,7,4,1,NA,Mexicali, Mexico,8870,0.5,D,L,L,W,W,W
Federico Andres Penarrieta,0.045,feather,28,3,4,0,southpaw,San Salvador de Jujuy, Argentina,8871,0.5,W,W,L,L,L,L
Oleksandr Rubchev*,0.045,middle,26,6,6,1,NA,Synelnykove, Ukraine,8872,0.5,W,W,W,L,W,W
Arturo Crespin,0.045,middle,30,13,9,1,southpaw,Las Vegas, USA,8873,0.5,L,L,W,L,L,L
Khalid Habchane,0.045,welter,43,7,4,1,NA,Rabat, Morocco,8874,0.5,W,L,D,W,L,L
Ellionil Colon-Rosario,0.045,super feather,20,4,0,0,orthodox,Juncos, Puerto Rico,8875,0.5,Blank,Blank,W,W,W,W
Cristian Arrazola,0.045,light,34,24,17,3,southpaw,Puerto Arista, Mexico,8876,0.5,L,W,L,W,L,L
Rakuro Daunivavana,0.045,super welter,24,3,7,2,NA,NA,Fiji,8877,0.5,W,L,L,L,L,L
Roodsy Vincent,0.045,super welter,29,3,1,0,NA,Montreal, Canada,8878,0.5,Blank,Blank,L,W,W,W
Andrei Staliarchuk,0.045,super light,35,11,36,6,orthodox,Baranovichi, Belarus,8879,0.5,L,L,L,L,L,L
Nixon Ankuash,0.045,bantam,NA,7,1,1,NA,NA,Ecuador,8880,0.5,W,W,W,D,W,W
Emanuel Horacio Gonzalez,0.045,feather,29,8,3,0,orthodox,Santa Fe, Argentina,8881,0.5,W,W,W,L,L,L
Musawenkosi Ndwandwe,0.045,super fly,NA,7,3,0,NA,NA,South Africa,8882,0.5,W,W,L,L,W,L
Pathias Chisenga,0.045,feather,NA,3,4,0,NA,Lusaka, Zambia,8883,0.5,L,W,L,W,L,L
Connor Lynch,0.045,welter,22,6,0,0,orthodox,Middleton, United Kingdom,8884,0.5,W,W,W,W,W,W
Jaba Shalutashvili,0.045,welter,31,17,24,2,orthodox,Borjomi, Georgia,8885,0.5,L,L,L,D,L,W
Josh Adewale,0.045,middle,26,3,1,0,orthodox,Slough, United Kingdom,8886,0.5,Blank,Blank,W,W,W,L
Alex Privat,0.045,super welter,28,3,0,0,NA,Figueras, Spain,8887,0.5,Blank,Blank,Blank,W,W,W
Joshua Hatherley,0.045,middle,34,4,8,0,orthodox,Christchurch, New Zealand,8888,0.5,L,L,L,W,L,L
Serhii Molchanov,0.045,welter,21,11,1,0,orthodox,Kharkiv, Ukraine,8889,0.5,W,W,W,W,W,L
Cillian Reardon,0.045,middle,33,5,0,0,orthodox,Dublin, Ireland,8890,0.5,Blank,W,W,W,W,W
Josean Serra*,0.045,super fly,33,14,1,0,orthodox,Ponce, Puerto Rico,8891,0.5,W,W,W,W,W,W
Serdar Avci,0.045,heavy,35,9,0,0,orthodox,Istanbul, Turkey,8892,0.5,W,W,W,W,W,W
Ganzorig Gankhuyag,0.045,light,36,9,2,0,orthodox,Ulaanbaatar, Mongolia,8893,0.5,W,W,W,W,W,NC
Abrahan Peralta,0.045,welter,30,19,8,0,southpaw,Nagua, Dominican Republic,8894,0.5,W,L,L,W,L,L
Omar Dusary,0.044,feather,26,7,1,1,orthodox,Blackburn, United Kingdom,8895,0.5,W,D,W,W,W,L
Daniel Crawford,0.044,middle,36,3,0,0,orthodox,Brisbane, Australia,8896,0.5,Blank,Blank,Blank,W,W,W
Selen Agoudi,0.044,super light,31,3,1,0,NA,Los Cristianos, Spain,8897,0.5,Blank,Blank,W,W,W,L
Rakim Johnson,0.044,welter,25,6,9,1,orthodox,Indianapolis, USA,8898,0.5,W,W,W,W,L,L
Jesse Rivera,0.044,welter,32,3,0,0,orthodox,Independence, USA,8899,0.5,Blank,Blank,Blank,W,W,W
Walter Exequiel Zabala,0.044,middle,31,3,6,1,southpaw,San Justo, Argentina,8900,0.5,L,L,L,L,W,L
Markus Jones,0.044,welter,23,4,2,0,orthodox,Gardena, USA,8901,0.5,W,L,L,W,W,W
Kenneth Alquiza*,0.044,fly,21,4,1,1,southpaw,Muntinlupa City, Philippines,8902,0.5,W,W,D,L,W,W
Fillemon Nghutenanye*,0.044,fly,25,5,0,0,NA,NA,Namibia,8903,0.5,Blank,W,W,W,W,W
Balam Hernandez,0.044,bantam,NA,7,6,3,southpaw,Ciudad Victoria, Mexico,8904,0.5,D,L,L,D,L,W
Felipe Ugalde,0.044,middle,30,18,1,0,orthodox,Nezahualcóyotl, Mexico,8905,0.5,W,W,L,W,W,W
Juan Luis Aldana,0.044,super light,18,8,0,0,NA,Culiacan, Mexico,8906,0.5,W,W,W,W,W,W
Arturo Izquierdo,0.044,welter,26,6,2,0,southpaw,Las Vegas, USA,8907,0.5,W,W,W,L,L,W
Abdelhafid Benaicha,0.044,bantam,27,6,1,0,orthodox,Asnieres-sur-Seine, France,8908,0.5,W,W,L,W,W,W
Ramon Alexis Calderon Lara,0.044,light heavy,27,3,0,0,NA,Hermosillo, Mexico,8909,0.5,Blank,Blank,Blank,W,W,W
Junior Columbos,0.044,super welter,32,6,1,0,orthodox,Denver, USA,8910,0.5,W,L,W,W,W,W
Roy McGill,0.044,super light,31,6,4,0,NA,Harrisburg, USA,8911,0.5,W,W,W,L,L,L
ShaoKang Huang,0.044,feather,22,1,0,0,NA,NA,China,8912,0.5,Blank,Blank,Blank,Blank,Blank,W
Fernando Sebastian Bravo,0.044,super feather,25,4,1,1,orthodox,San Miguel, Argentina,8913,0.5,W,W,W,D,W,L
Claudio Lionel Baldomir,0.044,light,32,5,7,1,orthodox,Santa Fe, Argentina,8914,0.5,W,L,L,D,L,W
Jesus Maximiliano Simiand,0.044,super bantam,31,5,6,0,NA,Parana, Argentina,8915,0.5,L,L,W,W,L,L
Josue Bendana*,0.044,super light,25,10,22,4,orthodox,Gerona, Spain,8916,0.5,L,L,L,L,L,L
Honey,0.044,super bantam,26,1,1,0,orthodox,Jalandhar, India,8917,0.5,Blank,Blank,Blank,Blank,W,L
Enzo Luciano Orellana,0.044,light heavy,34,5,8,1,NA,Brandsen, Argentina,8918,0.5,L,L,W,L,L,L
Violant Sylejmani,0.044,super light,25,4,0,0,NA,Clermont-Ferrand, France,8919,0.5,Blank,Blank,W,W,W,W
Danila Semenov*,0.044,heavy,21,1,0,0,NA,Kostanay, Kazakhstan,8920,0.5,Blank,Blank,Blank,Blank,Blank,W
Christopher Degollado,0.044,middle,31,13,6,0,NA,Monterrey, Mexico,8921,0.5,L,L,L,L,L,W
Marjhun Tabamo,0.044,feather,28,9,19,4,southpaw,Cagayan de Oro City, Philippines,8922,0.5,L,L,L,L,L,L
Nwabisile Cholani,0.044,fly,NA,7,9,1,NA,Plettenberg Bay, South Africa,8923,0.5,D,W,L,L,L,W
Eduardo Flores,0.044,super middle,34,26,31,4,orthodox,Quito, Ecuador,8924,0.5,W,L,L,D,L,L
Othman Ben Othman,0.044,super middle,27,3,0,0,NA,Fontenay-sous-Bois, France,8925,0.5,Blank,Blank,Blank,W,W,W
Martin Houben,0.044,light heavy,27,8,1,0,NA,Geilenkirchen, Germany,8926,0.5,W,W,W,L,W,W
Georgi Georgiev,0.044,super bantam,28,8,17,1,orthodox,Sofia, Bulgaria,8927,0.5,L,L,L,W,L,L
Pedro Antonio Hernandez Martinez,0.044,feather,23,9,1,0,NA,Aguascalientes, Mexico,8928,0.5,W,W,W,W,L,W
Daso Simeunovic,0.044,heavy,23,3,4,0,NA,Bijeljina, Bosnia And Herzegovina,8929,0.5,L,W,L,L,W,L
Jose Valdez Salgado,0.044,welter,44,4,22,2,orthodox,Tijuana, Mexico,8930,0.5,L,L,L,L,L,L
Carlos Orozco*,0.044,super feather,29,13,1,0,NA,Tepic, Mexico,8931,0.5,W,W,L,W,W,W
Alexander Benidze,0.044,super welter,37,13,28,3,orthodox,Kiev, Ukraine,8932,0.5,D,L,L,L,L,L
Paiboon Lorkham,0.043,super feather,42,20,13,0,orthodox,Nong Bua Lam Phu, Thailand,8933,0.5,L,W,L,L,L,W
Vladimir Georgiev,0.043,super middle,29,4,1,0,NA,Weston-super-Mare, United Kingdom,8934,0.5,Blank,W,W,W,W,L
Omar Vicente Castillo,0.043,welter,NA,2,3,0,NA,NA,Mexico,8935,0.5,Blank,W,L,L,L,W
Yang Liu,0.043,super middle,30,5,6,1,orthodox,Hefei, China,8936,0.5,W,D,L,W,L,L
Alexandros Tsanikidis,0.043,welter,26,1,0,0,orthodox,Piraeus, Greece,8937,0.5,Blank,Blank,Blank,Blank,Blank,W
Jose Magallon,0.043,feather,34,9,6,0,NA,Las Vegas, USA,8938,0.5,L,W,W,W,L,W
Oscar Eduardo Quezada,0.043,super feather,29,9,10,0,southpaw,Agua Prieta, Mexico,8939,0.5,L,L,W,L,L,W
Brandon Arvie,0.043,light,28,4,3,0,NA,Mamou, USA,8940,0.5,W,L,W,L,W,L
Kevin Hand,0.043,super middle,32,6,6,1,NA,Portland, USA,8941,0.5,W,L,W,L,L,W
Paolo Bologna,0.043,super welter,24,1,0,1,NA,Florence, Italy,8942,0.5,Blank,Blank,Blank,Blank,W,D
Powell Balaba,0.043,light fly,32,9,32,1,southpaw,Tagbilaran City, Philippines,8943,0.5,L,L,L,L,L,L
