name,points,division,age,won,lost,draw,stance,residence_city,residence_country,rank,stars,last6,last5,last4,last3,last2,last1
Andrew Moloney,24.67,super fly,29,21,1,0,orthodox,Kingscliff, Australia,245,4,W,W,W,W,L,NC
Umar Salamov,24.62,light heavy,26,25,1,0,orthodox,Las Vegas, USA,246,4,W,W,W,W,W,W
Tyron Zeuge,24.6,super middle,28,24,1,1,orthodox,Berlin, Germany,247,4,W,W,W,L,W,W
Ismael Barroso*,24.57,super light,37,22,3,2,southpaw,Miami, USA,248,4,L,W,L,L,W,W
Leigh Wood,24.36,feather,32,23,2,0,orthodox,Gedling, United Kingdom,249,4,W,W,W,W,W,L
Malik Hawkins,24.36,super light,24,18,1,0,orthodox,Baltimore, USA,250,4,W,W,W,W,W,L
Antonio Moran,24.23,super light,27,26,4,1,orthodox,Mexico City, Mexico,251,4,L,W,L,D,W,W
Jose Uzcategui,24.19,super middle,29,29,4,0,orthodox,Tijuana, Mexico,252,4,L,W,W,L,W,L
Alberto Machado,24.1,light,30,22,2,0,southpaw,San Juan, Puerto Rico,253,4,W,W,W,L,L,W
Mateusz Masternak,24.06,cruiser,33,43,5,0,orthodox,Wroclaw, Poland,254,4,W,W,W,L,W,W
Humberto Soto,23.93,super welter,40,69,10,2,orthodox,Tijuana, Mexico,255,4,L,W,W,W,W,L
Alexander Besputin,23.87,welter,29,13,0,0,southpaw,Oxnard, USA,256,4,W,W,W,W,W,NC
Daniel Dubois,23.77,heavy,23,15,1,0,orthodox,Greenwich, United Kingdom,257,4,W,W,W,W,W,L
Xavier Martinez,23.76,super feather,23,16,0,0,orthodox,Sacramento, USA,258,4,W,W,W,W,W,W
Murat Gassiev,23.62,heavy,27,27,1,0,orthodox,Big Bear, USA,259,4,W,W,W,W,L,W
Fanlong Meng,23.52,light heavy,32,16,0,0,southpaw,Chifeng, China,260,4,W,W,W,W,W,W
Claudio Marrero,23.42,super feather,31,24,5,0,southpaw,Santo Domingo, Dominican Republic,261,4,L,W,L,W,L,L
Sandor Martin*,23.3,super light,27,36,2,0,southpaw,Barcelona, Spain,262,4,W,W,W,W,W,W
Joe Cordina,23.25,super feather,29,11,0,0,orthodox,Cardiff, United Kingdom,263,4,W,W,W,W,W,W
Conor Benn,23.25,welter,24,17,0,0,orthodox,Ilford, United Kingdom,264,4,W,W,W,W,W,W
Yvan Mendy,23.18,light,35,46,5,1,orthodox,Pont-Sainte-Maxence, France,265,4,W,W,W,W,W,W
Andrew Tabiti,23.18,cruiser,31,17,1,0,orthodox,Las Vegas, USA,266,4,W,W,W,W,W,L
Samir Ziani,23.08,super feather,30,32,3,1,southpaw,Blagnac, France,267,4,W,W,W,W,W,W
Bryant Jennings,23,heavy,36,24,4,0,orthodox,Philadelphia, USA,268,4,W,W,W,W,L,L
Souleymane Cissokho,22.93,super welter,29,11,0,0,orthodox,Bagnolet, France,269,4,W,W,W,W,W,W
Antonio Orozco,22.93,super light,33,28,2,0,orthodox,San Diego, USA,270,4,W,W,W,L,W,L
Efe Ajagba,22.75,heavy,26,14,0,0,orthodox,Stafford, USA,271,4,W,W,W,W,W,W
Luis Collazo,22.72,welter,39,39,8,0,southpaw,Queens, USA,272,4,W,L,W,W,W,L
Michael Magnesi,22.59,super feather,26,18,0,0,orthodox,Cave, Italy,273,4,W,W,W,W,W,W
Chris Algieri,22.19,super light,36,24,3,0,orthodox,Huntington, USA,274,4,L,W,L,W,W,W
Charles Conwell*,22.17,super welter,23,13,0,0,NA,Cleveland, USA,275,4,W,W,W,W,W,W
Yves Ulysse Jr,22.13,super light,32,19,2,0,orthodox,Montreal, Canada,276,4,W,W,W,W,L,W
Filip Hrgovic,22.04,heavy,28,12,0,0,orthodox,Zagreb, Croatia,277,4,W,W,W,W,W,W
Zach Parker,21.96,super middle,26,19,0,0,orthodox,Woodville, United Kingdom,278,4,W,W,W,W,W,W
Dennis Hogan,21.93,middle,35,28,3,1,orthodox,Newstead, Australia,279,4,W,W,W,W,L,L
Jason Sosa,21.91,light,32,23,4,4,orthodox,Camden, USA,280,4,L,L,W,W,W,L
Zaur Abdullaev,21.9,light,26,12,1,0,orthodox,Ekaterinburg, Russia,281,4,W,W,W,W,L,W
Isaac Chilemba,21.84,light heavy,32,26,7,2,orthodox,Johannesburg, South Africa,282,4,L,L,W,L,L,W
Eimantas Stanionis*,21.75,welter,26,11,0,0,orthodox,Oxnard, USA,283,4,W,W,W,W,W,W
Joshua Buatsi,21.69,light heavy,27,13,0,0,orthodox,Croydon, United Kingdom,284,4,W,W,W,W,W,W
Stefan Haertel,21.43,super middle,32,19,1,0,orthodox,Berlin, Germany,285,4,W,L,W,W,W,W
Ali Akhmedov*,21.12,super middle,25,16,0,0,orthodox,Henderson, USA,286,4,W,W,W,W,W,W
Sebastian Formella,21.08,welter,33,22,2,0,orthodox,Hamburg, Germany,287,3.5,W,W,W,W,L,L
Austin Trout,21.06,super welter,35,32,5,1,southpaw,Las Cruces, USA,288,3.5,L,L,W,L,D,W
Steven Nelson,20.96,super middle,32,17,0,0,orthodox,Omaha, USA,289,3.5,W,W,W,W,W,W
Liam Paro,20.87,super light,24,19,0,0,southpaw,Brisbane, Australia,290,3.5,W,W,W,W,W,W
Martin Joseph Ward,20.76,super feather,29,24,1,2,orthodox,Brentwood, United Kingdom,291,3.5,L,W,W,W,W,W
Carlos Takam,20.69,heavy,40,39,5,1,orthodox,Henderson, USA,292,3.5,L,L,W,W,W,W
Hector Tanajara,20.54,light,24,19,0,0,orthodox,San Antonio, USA,293,3.5,W,W,W,W,W,W
Gabriel Rosado,20.38,super middle,34,25,13,1,orthodox,Philadelphia, USA,294,3.5,L,W,D,L,W,L
Felix Verdejo,20.31,light,27,27,2,0,orthodox,San Juan, Puerto Rico,295,3.5,L,W,W,W,W,L
Hugo Alberto Roldan,20.25,super light,27,18,0,1,orthodox,NA,Argentina,296,3.5,W,W,W,W,D,W
Tomoki Kameda,20.15,super bantam,29,36,3,0,orthodox,NA,Japan,297,3.5,W,W,W,W,W,L
Jon Fernandez,20.15,light,25,21,1,0,orthodox,Bilbao, Spain,298,3.5,L,W,W,W,W,W
Serhii Bohachuk,20.04,super welter,25,18,0,0,orthodox,Big Bear, USA,299,3.5,W,W,W,W,W,W
Michael McKinson,19.92,welter,26,19,0,0,southpaw,Portsmouth, United Kingdom,300,3.5,W,W,W,W,W,W
Vyacheslav Shabranskyy,19.87,light heavy,33,21,2,0,orthodox,Los Angeles, USA,301,3.5,L,W,W,L,W,W
Albert Bell,19.75,super feather,27,17,0,0,NA,Toledo, USA,302,3.5,W,W,W,W,W,W
William Zepeda,19.75,light,24,22,0,0,southpaw,San Mateo Atenco, Mexico,303,3.5,W,W,W,W,W,W
Anthony Fowler,19.69,super welter,29,13,1,0,orthodox,Liverpool, United Kingdom,304,3.5,W,L,W,W,W,W
Ronald Malindi,19.65,bantam,NA,18,0,0,NA,NA,South Africa,305,3.5,W,W,W,W,W,W
Dominic Breazeale,19.61,heavy,35,20,2,0,orthodox,Eastvale, USA,306,3.5,W,L,W,W,W,L
Vladimir Shishkin,19.54,super middle,29,11,0,0,orthodox,Detroit, USA,307,3.5,W,W,W,W,W,W
Miguel Roman,19.49,super feather,35,62,14,0,orthodox,Ciudad Juarez, Mexico,308,3.5,W,W,L,W,W,L
Ryan Walsh,19.35,feather,34,26,3,2,orthodox,Cromer, United Kingdom,309,3.5,D,W,W,W,W,L
Kazuto Takesako,19.28,middle,29,12,0,1,orthodox,NA,Japan,310,3.5,W,W,W,D,W,W
Maxi Hughes,19.24,light,30,22,5,2,southpaw,Rossington, United Kingdom,311,3.5,L,W,L,W,W,W
Kosuke Saka*,19.17,super feather,28,20,5,0,orthodox,Osaka, Japan,312,3.5,L,W,W,L,W,W
Ted Cheeseman,19.15,super welter,25,16,2,1,orthodox,Bermondsey, United Kingdom,313,3.5,W,W,L,D,L,W
Hinata Maruta*,19.14,feather,23,10,1,1,orthodox,Kawanishi, Japan,314,3.5,W,W,D,W,W,W
Edgar Berlanga,19.08,super middle,23,16,0,0,orthodox,New York, USA,315,3.5,W,W,W,W,W,W
Jesus M Rojas,18.91,feather,33,27,3,2,orthodox,Caguas, Puerto Rico,316,3.5,W,W,W,L,L,W
Oscar Escandon,18.77,feather,36,26,5,0,orthodox,Ibague, Colombia,317,3.5,L,W,L,L,L,W
Josue Vargas,18.61,super light,22,18,1,0,southpaw,Bronx, USA,318,3.5,W,W,W,W,W,W
Raeese Aleem,18.47,super bantam,30,17,0,0,orthodox,Las Vegas, USA,319,3.5,W,W,W,W,W,W
Keita Obara,18.4,welter,34,23,4,1,orthodox,NA,Japan,320,3.5,L,W,L,W,W,W
Kiryl Relikh,18.39,super light,31,23,3,0,orthodox,Minsk, Belarus,321,3.5,W,L,L,W,W,L
Denzel Bentley,18.25,middle,25,14,0,1,orthodox,Battersea, United Kingdom,322,3.5,W,W,W,W,D,W
Matteo Signani,18.21,middle,41,30,5,3,orthodox,Savignano sul Rubicone, Italy,323,3.5,W,W,W,W,W,W
Felix Alvarado*,18.16,light fly,31,35,2,0,orthodox,Managua, Nicaragua,324,3.5,W,W,W,W,W,W
Batyr Akhmedov,18.14,super light,29,8,1,0,southpaw,Los Angeles, USA,325,3.5,W,W,W,W,L,W
Christopher Diaz,18.09,feather,26,26,2,0,orthodox,Barranquitas, Puerto Rico,326,3.5,W,L,W,L,W,W
Jermaine Franklin,17.93,heavy,27,20,0,0,orthodox,Saginaw, USA,327,3.5,W,W,W,W,W,W
Callum Johnson,17.85,light heavy,35,18,1,0,orthodox,Boston, United Kingdom,328,3.5,W,W,W,W,L,W
Ryo Sagawa*,17.85,feather,26,10,1,0,orthodox,NA,Japan,329,3.5,W,W,W,W,W,W
Jono Carroll,17.83,light,28,18,2,1,southpaw,Dublin, Ireland,330,3.5,W,D,L,W,W,L
Luis Alberto Lopez Vargas,17.8,super feather,27,21,2,0,NA,Mexicali, Mexico,331,3.5,W,L,W,W,W,W
Sam Eggington,17.78,super welter,27,29,7,0,orthodox,Smethwick, United Kingdom,332,3.5,W,W,W,W,L,W
Jeyvier Cintron,17.76,super fly,25,11,1,0,southpaw,Bayamon, Puerto Rico,333,3.5,W,W,W,NC,W,L
Thulani Mbenge,17.72,welter,29,16,1,0,orthodox,NA,South Africa,334,3.5,W,W,W,W,L,W
Yuriorkis Gamboa,17.65,light,38,30,4,0,orthodox,Miami, USA,335,3.5,W,W,W,W,L,L
Scott Fitzgerald,17.62,super welter,29,14,0,0,orthodox,Preston, United Kingdom,336,3.5,W,W,W,W,W,W
Dominic Boesel,17.53,light heavy,31,30,2,0,orthodox,Freyburg, Germany,337,3.5,W,W,W,W,W,L
Aram Amirkhanyan,17.48,welter,30,13,0,1,southpaw,Glendale, USA,338,3.5,W,W,D,W,W,W
Oscar Negrete,17.46,bantam,33,19,2,2,orthodox,Paramount, USA,339,3.5,L,W,D,L,D,W
Jeremias Nicolas Ponce,17.44,super light,24,27,0,0,orthodox,José Mármol, Argentina,340,3.5,W,W,W,W,W,W
Alexis Rocha,17.43,welter,23,16,1,0,southpaw,Irvine, USA,341,3.5,W,W,W,W,W,L
Shingo Wake,17.41,super bantam,33,27,6,2,southpaw,Musashino, Japan,342,3.5,W,W,W,W,L,W
Andy Vences,17.35,super feather,29,23,2,1,orthodox,San Jose, USA,343,3.5,D,W,W,L,W,L
Daishi Nagata,17.33,super light,30,15,2,2,southpaw,NA,Japan,344,3.5,L,W,W,W,W,D
Azizbek Abdugofurov,17.31,light heavy,28,13,0,0,orthodox,Kuala Lumpur, Malaysia,345,3.5,W,W,W,W,W,W
Carlos Canizales*,17.16,light fly,27,22,0,1,orthodox,Caracas, Venezuela,346,3.5,W,W,W,W,W,W
Edis Tatli,17.15,light,33,32,3,0,orthodox,Helsinki, Finland,347,3.5,W,L,W,W,L,W
Yusaku Kuga*,17.13,super bantam,30,19,4,1,orthodox,NA,Japan,348,3.5,W,L,W,W,W,L
Richard Riakporhe,17.08,cruiser,30,11,0,0,orthodox,Walworth, United Kingdom,349,3.5,W,W,W,W,W,W
Ahmed El Mousaoui,17.08,welter,30,33,3,1,orthodox,Aulnay-sous-Bois, France,350,3.5,W,W,W,W,W,W
Marcelino Nicolas Lopez,17.02,super light,34,36,2,1,orthodox,Arribenos, Argentina,351,3.5,W,L,W,W,W,W
Hironori Mishiro*,16.83,super feather,26,9,0,1,orthodox,NA,Japan,352,3.5,W,W,D,W,W,W
Elwin Soto,16.81,light fly,23,18,1,0,orthodox,Mexicali, Mexico,353,3.5,W,W,W,W,W,W
Hironobu Matsunaga,16.79,super welter,33,17,1,0,southpaw,Yokohama, Japan,354,3.5,W,W,W,W,W,W
Pedro Guevara,16.69,super fly,31,36,3,1,orthodox,Mazatlan, Mexico,355,3.5,W,W,W,W,W,W
Keita Kurihara*,16.61,bantam,27,15,5,0,orthodox,NA,Japan,356,3.5,W,W,W,W,W,W
Andrey Sirotkin,16.57,middle,35,19,1,0,southpaw,Nizhny Novgorod (Gorky), Russia,357,3.5,W,L,W,W,W,W
Emmanuel Tagoe,16.56,light,31,32,1,0,orthodox,Accra, Ghana,358,3.5,W,W,W,W,W,W
Jose Velasquez,16.54,bantam,31,28,6,2,orthodox,Quellon, Chile,359,3.5,W,W,W,W,W,W
Mark Urvanov,16.46,super feather,24,18,2,1,orthodox,Pervouralsk, Russia,360,3.5,D,W,W,W,W,W
Richardson Hitchins,16.4,super light,23,12,0,0,NA,Manhattan, USA,361,3.5,W,W,W,W,W,W
Fiodor Czerkaszyn,16.38,middle,24,16,0,0,orthodox,Warsaw, Poland,362,3.5,W,W,W,W,W,W
Ronald Ellis,16.32,super middle,31,18,1,2,orthodox,Lynn, USA,363,3.5,D,W,W,L,W,W
Rikki Naito,16.27,super light,29,23,2,0,southpaw,Yokohama, Japan,364,3.5,W,W,W,W,W,W
David Price,16.2,heavy,37,25,7,0,orthodox,Liverpool, United Kingdom,365,3.5,L,L,W,W,W,L
Jhonny Gonzalez,16.17,super feather,39,68,11,0,orthodox,Mexico City, Mexico,366,3.5,W,W,W,L,W,W
Jai Opetaia,16.13,cruiser,25,20,0,0,southpaw,Sydney, Australia,367,3.5,W,W,W,W,W,W
Simon Kean,16.12,heavy,31,19,1,0,orthodox,Trois-Rivières, Canada,368,3.5,W,L,W,W,W,W
Juan Heraldez,16.11,super light,30,16,1,1,orthodox,North Las Vegas, USA,369,3.5,W,W,W,W,D,L
Liam Walsh*,16.08,light,34,23,1,0,southpaw,Cromer, United Kingdom,370,3.5,W,W,W,L,W,W
Islam Edisultanov,16.04,super welter,35,10,0,0,southpaw,Shali, Russia,371,3.5,W,W,W,W,W,W
Liborio Solis,16.03,bantam,38,30,6,1,orthodox,Panama City, Panama,372,3.5,W,W,W,W,W,L
Dylan Charrat,15.89,super welter,26,20,0,1,orthodox,Cannes, France,373,3.5,W,W,D,W,W,W
Lyndon Arthur,15.86,light heavy,29,18,0,0,orthodox,Manchester, United Kingdom,374,3.5,W,W,W,W,W,W
Reiya Abe,15.86,feather,27,20,3,1,southpaw,Yamato, Japan,375,3.5,W,W,W,D,L,W
Tramaine Williams,15.72,super bantam,28,19,1,0,southpaw,New Haven, USA,376,3.5,W,W,W,W,W,L
Anthony Yarde,15.69,light heavy,29,20,2,0,orthodox,Ilford, United Kingdom,377,3.5,W,W,L,W,W,L
Tom Schwarz,15.61,heavy,26,26,1,0,orthodox,Magdeburg, Germany,378,3.5,W,W,W,L,W,W
Lamont Roach,15.57,super feather,25,20,1,1,orthodox,Upper Marlboro, USA,379,3.5,D,W,W,W,L,W
Ievgen Khytrov,15.53,super middle,32,20,2,0,orthodox,Brooklyn, USA,380,3.5,W,W,L,W,W,W
Terrell Gausha,15.5,super welter,33,21,2,1,orthodox,Encino, USA,381,3.5,W,W,L,W,D,L
Frank Sanchez*,15.48,heavy,28,16,0,0,NA,Las Vegas, USA,382,3.5,W,W,W,W,W,W
Anthony Cacace,15.47,super feather,31,18,1,0,southpaw,Belfast, United Kingdom,383,3.5,W,W,L,W,W,W
Algenis Mendez,15.39,super light,34,25,6,3,orthodox,Yonkers, USA,384,3.5,L,W,W,D,D,L
Andre Dirrell,15.33,super middle,37,27,3,0,southpaw,Lake Worth, USA,385,3.5,W,L,W,W,L,W
Akeem Ennis-Brown,15.32,super light,25,14,0,0,orthodox,Gloucester, United Kingdom,386,3.5,W,W,W,W,W,W
Sam Bowen,15.31,super feather,28,15,1,0,orthodox,Ibstock, United Kingdom,387,3.5,W,W,W,W,W,L
Cletus Seldin,15.3,super light,34,25,1,0,orthodox,Brooklyn, USA,388,3.5,W,L,W,W,W,W
Zhanibek Alimkhanuly,15.29,middle,27,9,0,0,southpaw,Oxnard, USA,389,3.5,W,W,W,W,W,W
Yomar Alamo,15.26,super light,25,18,0,1,orthodox,Caguas, Puerto Rico,390,3.5,W,W,W,W,D,W
Sunny Edwards,15.23,super fly,24,15,0,0,orthodox,Croydon, United Kingdom,391,3.5,W,W,W,W,W,W
Shakhram Giyasov,15.17,super light,27,10,0,0,NA,Brooklyn, USA,392,3.5,W,W,W,W,W,W
Enock Poulsen,15.17,super light,28,11,0,0,orthodox,Aarhus, Denmark,393,3.5,W,W,W,W,W,W
Andres Gutierrez,15.15,super feather,27,38,2,1,orthodox,Guadalajara, Mexico,394,3.5,L,W,L,W,W,W
Uriel Perez,15.11,super light,25,19,5,0,NA,Queretaro, Mexico,395,3.5,L,W,L,W,W,L
Kamil Szeremeta*,15.08,middle,31,21,0,0,orthodox,Bialystok, Poland,396,3.5,W,W,W,W,W,W
Elvis Rodriguez,15.01,super light,24,10,0,1,southpaw,Santo Domingo, Dominican Republic,397,3.5,W,W,W,W,W,W
Bryant Perrella,15.01,welter,31,17,3,0,southpaw,Fort Myers, USA,398,3.5,L,W,L,W,W,L
Yanga Sigqibo,15,super fly,NA,14,1,1,NA,NA,South Africa,399,3.5,W,W,W,W,W,W
Roger Gutierrez*,14.98,super feather,25,24,3,1,orthodox,Maracaibo, Venezuela,400,3.5,L,W,W,W,W,W
Ali Izmailov,14.95,light heavy,27,5,0,0,orthodox,Malgobek, Russia,401,3.5,Blank,W,W,W,W,W
Yves Ngabu,14.94,cruiser,32,20,1,0,NA,Roeselare, Belgium,402,3.5,W,W,W,W,W,L
Masamichi Yabuki*,14.92,light fly,28,11,3,0,orthodox,Nagoya, Japan,403,3.5,W,L,W,W,W,W
Wale Omotoso,14.92,super welter,35,28,5,0,orthodox,Los Angeles, USA,404,3.5,W,L,W,L,W,L
Kevin Lele Sadjo,14.89,super middle,30,15,0,0,orthodox,Saint-Maur, France,405,3.5,W,W,W,W,W,W
Junior Fa,14.87,heavy,31,19,0,0,orthodox,Otahuhu, New Zealand,406,3.5,W,W,W,W,W,W
Diego De La Hoya,14.87,super bantam,26,22,1,0,orthodox,Mexicali, Mexico,407,3.5,W,W,W,NC,L,W
Kenta Nakagawa*,14.8,super fly,35,19,3,1,southpaw,NA,Japan,408,3.5,W,W,W,W,W,W
Arslanbek Makhmudov,14.76,heavy,31,11,0,0,orthodox,Montreal, Canada,409,3.5,W,W,W,W,W,W
Jean Carlos Torres,14.72,super light,30,18,0,0,NA,Trujillo Alto, Puerto Rico,410,3.5,W,W,W,W,W,W
Jezzrel Corrales,14.72,super feather,29,23,4,0,southpaw,San Miguelito, Panama,411,3.5,W,W,L,W,L,L
Ionut Baluta,14.7,super bantam,26,14,2,0,orthodox,Madrid, Spain,412,3.5,W,W,W,W,W,W
Demond Nicholson,14.67,super middle,27,23,3,1,NA,Laurel, USA,413,3.5,L,W,W,W,W,W
Louis Toutin,14.64,super middle,23,14,1,0,orthodox,Noisy-le-Grand, France,414,3.5,W,W,W,L,W,W
Martin Murray,14.59,super middle,38,39,6,1,orthodox,St Helens, United Kingdom,415,3.5,W,W,L,W,W,L
Aslambek Idigov,14.52,super middle,25,19,0,0,orthodox,Las Vegas, USA,416,3.5,W,W,W,W,W,W
Jorge Cota,14.45,super welter,33,30,4,0,orthodox,Los Mochis, Mexico,417,3.5,W,W,L,L,W,W
Erik Bazinyan,14.37,super middle,25,25,0,0,NA,Laval, Canada,418,3.5,W,W,W,W,W,W
Giovanni Mioletti,14.34,super feather,26,18,0,0,southpaw,Chicago, USA,419,3.5,W,W,W,W,W,W
Eduardo Hernandez,14.26,super feather,23,30,1,0,orthodox,Mexico City, Mexico,420,3.5,W,W,W,L,W,W
Musashi Mori*,14.25,feather,21,12,0,0,southpaw,Nagoya, Japan,421,3.5,W,W,W,W,W,W
Robbie Davies Jnr,14.17,super light,31,20,2,0,orthodox,Kirkby, United Kingdom,422,3.5,W,W,W,W,L,W
Adam Deines,14.16,light heavy,29,19,1,1,southpaw,Magdeburg, Germany,423,3.5,W,W,W,L,W,W
Felix Cash,14.15,middle,27,13,0,0,orthodox,Wokingham, United Kingdom,424,3.5,W,W,W,W,W,W
Gideon Buthelezi,14.09,super fly,34,22,5,0,southpaw,Boipatong, South Africa,425,3.5,W,W,W,W,W,W
Luis Feliciano,13.99,super light,27,14,0,0,orthodox,Rancho Cucamonga, USA,426,3.5,W,W,W,W,W,W
Imre Szello,13.98,cruiser,37,24,1,0,orthodox,Budapest, Hungary,427,3.5,W,W,W,W,W,L
Jeremiah Nakathila*,13.97,super feather,30,20,1,0,NA,Walvis Bay, Namibia,428,3.5,W,W,W,W,W,W
Cobia Breedy,13.97,feather,29,15,1,0,NA,Hyattsville, USA,429,3.5,W,W,W,W,W,L
Sivenathi Nontshinga,13.95,light fly,22,9,0,0,orthodox,Reeston, South Africa,430,3.5,W,W,W,W,W,W
Jabulani Makhense*,13.91,welter,NA,10,0,0,NA,Pretoria, South Africa,431,3.5,W,W,W,W,W,W
Michael Conlan,13.84,feather,29,14,0,0,NA,Belfast, United Kingdom,432,3.5,W,W,W,W,W,W
Aidos Yerbossynuly*,13.82,super middle,29,14,0,0,orthodox,Almaty, Kazakhstan,433,3.5,W,W,W,W,W,W
Roman Andreev,13.79,light,34,24,0,0,orthodox,Balashikha, Russia,434,3.5,W,W,W,W,W,W
Hugo Centeno Jr,13.78,middle,29,27,3,1,orthodox,Oxnard, USA,435,3.5,W,W,L,W,L,D
Thomas Mattice,13.64,light,30,15,2,1,orthodox,Cleveland, USA,436,3.5,W,D,L,W,W,L
Roamer Alexis Angulo,13.64,super middle,36,26,2,0,orthodox,Miami, USA,437,3.5,W,L,W,W,W,L
Fedor Papazov,13.56,super light,35,22,3,0,orthodox,Tuapse, Russia,438,3.5,W,W,W,W,L,W
Luke Keeler,13.55,middle,33,17,3,1,orthodox,Dublin, Ireland,439,3.5,D,W,W,W,W,L
Nick Hannig,13.49,light heavy,34,8,0,1,NA,Berlin, Germany,440,3.5,W,W,W,W,D,W
Karen Chukhadzhian,13.41,welter,24,16,1,0,orthodox,Karlsruhe, Germany,441,3.5,W,W,W,W,W,W
Irving Turrubiartes,13.4,feather,22,22,0,0,NA,Monterrey, Mexico,442,3.5,W,W,W,W,W,NC
Charles Foster,13.4,light heavy,30,19,0,0,southpaw,New Haven, USA,443,3.5,W,W,W,W,W,W
Charlie Edwards,13.36,super fly,27,16,1,0,orthodox,Epsom, United Kingdom,444,3.5,W,W,W,W,NC,W
Abraham Nova,13.33,super feather,26,19,0,0,orthodox,Albany, USA,445,3.5,W,W,W,W,W,W
Julio Ceja,13.32,super bantam,28,32,4,1,orthodox,Palmdale, USA,446,3.5,L,W,W,L,L,D
Koki Inoue,13.3,super light,28,15,1,0,southpaw,Yokohama, Japan,447,3.5,W,W,W,W,W,L
Agit Kabayel,13.3,heavy,28,20,0,0,orthodox,Bochum, Germany,448,3.5,W,W,W,W,W,W
Gary O'Sullivan,13.3,middle,36,30,4,0,orthodox,Cork, Ireland,449,3.5,W,W,L,W,W,L
Sadam Ali,13.21,welter,32,27,3,0,orthodox,Brooklyn, USA,450,3.5,W,W,W,L,W,L
Leon Bunn,13.15,light heavy,28,16,0,0,orthodox,Frankfurt, Germany,451,3.5,W,W,W,W,W,W
Constantin Bejenaru,13.15,cruiser,36,14,1,0,southpaw,Brooklyn, USA,452,3.5,W,W,W,W,W,L
Rolando Romero,13.06,light,25,12,0,0,orthodox,Las Vegas, USA,453,3.5,W,W,W,W,W,W
Cesar Miguel Barrionuevo,13,welter,31,35,4,2,southpaw,Salta, Argentina,454,3.5,W,W,W,W,L,W
Artem Dalakian,12.93,fly,33,20,0,0,orthodox,Dnipro, Ukraine,455,3.5,W,W,W,W,W,W
Romero Duno,12.92,light,25,22,2,0,orthodox,Los Angeles, USA,456,3.5,W,W,W,W,L,W
Mikael Zewski,12.86,welter,31,34,2,0,orthodox,Trois-Rivières, Canada,457,3.5,W,W,W,W,W,L
Jonas Sultan,12.84,super fly,28,16,5,0,orthodox,Cebu City, Philippines,458,3.5,W,W,L,W,L,W
Giovani Santillan,12.84,welter,29,26,0,0,southpaw,San Diego, USA,459,3.5,W,W,W,W,W,W
Noel Gevor*,12.82,cruiser,30,24,2,0,orthodox,Hamburg, Germany,460,3.5,W,W,L,W,L,W
Anthony Sims Jr,12.8,super middle,25,20,1,0,NA,Plainfield, USA,461,3.5,W,W,W,W,W,L
David Light*,12.73,cruiser,29,16,0,0,NA,North Shore, New Zealand,462,3.5,W,W,W,W,W,W
Brandon Adams,12.69,middle,31,22,3,0,orthodox,Norwalk, USA,463,3.5,W,W,W,W,L,W
Justin DeLoach,12.69,welter,26,19,5,0,orthodox,Augusta, USA,464,3.5,L,L,W,L,W,L
Alberto Puello*,12.62,super light,26,17,0,0,NA,San Juan de la Maguana, Dominican Republic,465,3.5,W,W,W,W,W,W
Zhilei Zhang,12.61,heavy,37,22,0,0,southpaw,Bloomfield, USA,466,3.5,W,W,W,W,W,W
Ryan Ford*,12.59,super middle,38,17,6,0,orthodox,Edmonton, Canada,467,3.5,W,L,W,L,W,L
Rowan Campbell,12.58,super middle,NA,12,0,0,NA,NA,South Africa,468,3.5,W,W,W,W,W,W
Gabriel Flores Jr,12.56,super feather,20,19,0,0,orthodox,Las Vegas, USA,469,3.5,W,W,W,W,W,W
Bakhram Murtazaliev,12.54,super welter,27,18,0,0,orthodox,Oxnard, USA,470,3.5,W,W,W,W,W,W
Chris Jenkins,12.51,welter,32,22,3,3,orthodox,Garnant, United Kingdom,471,3.5,L,D,W,W,W,D
Steve Claggett,12.48,super light,31,29,6,2,orthodox,Calgary, Canada,472,3.5,L,W,D,L,W,W
Mohamed Khalladi,12.47,light,32,15,8,1,orthodox,Genoa, Italy,473,3.5,L,W,W,W,W,W
TJ Doheny,12.46,super bantam,34,22,2,0,southpaw,Bondi Junction, Australia,474,3.5,W,W,W,L,W,L
Angel Acosta,12.46,fly,30,21,2,0,orthodox,San Juan, Puerto Rico,475,3.5,W,W,W,W,L,W
John Molina Jr,12.44,welter,37,30,9,0,orthodox,Covina, USA,476,3.5,W,W,L,W,L,L
Gakuya Furuhashi*,12.4,super bantam,33,26,8,1,orthodox,Kawasaki, Japan,477,3.5,W,W,W,W,W,W
Hector Luis Garcia*,12.37,feather,29,12,0,0,southpaw,Santo Domingo, Dominican Republic,478,3.5,W,W,W,NC,W,W
Mauricio Lara,12.31,super feather,22,20,2,0,NA,Mexico City, Mexico,479,3.5,W,W,W,W,NC,W
Michael Dasmarinas,12.31,bantam,28,30,2,1,southpaw,Valenzuela City, Philippines,480,3.5,W,W,W,D,W,W
Ivan Redkach,12.24,welter,34,23,5,1,southpaw,Los Angeles, USA,481,3.5,L,L,W,W,W,L
Antonio DeMarco,12.17,welter,34,33,9,1,southpaw,Lakeside, USA,482,3.5,L,W,W,L,L,L
Riku Nagahama*,12.09,welter,29,12,2,1,orthodox,NA,Japan,483,3,W,L,W,W,W,W
Petro Ivanov,12.08,super middle,24,13,0,2,orthodox,Karlsruhe, Germany,484,3,W,D,W,W,W,W
